"datasourceid","outputfrequency","startofperiod","sensor_name","atmPressure24HourMean.raw","atmPressure24HourMean.value","bcAllSources24HourMean.raw","bcAllSources24HourMean.value","bcBiomass24HourMean.raw","bcBiomass24HourMean.value","bcFossilFuel24HourMean.raw","bcFossilFuel24HourMean.value","bcSpectralB24HourMean.raw","bcSpectralB24HourMean.value","bcSpectralG24HourMean.raw","bcSpectralG24HourMean.value","bcSpectralIR24HourMean.raw","bcSpectralIR24HourMean.value","bcSpectralR24HourMean.raw","bcSpectralR24HourMean.value","bcSpectralUV24HourMean.raw","bcSpectralUV24HourMean.value","no2Conc24HourMean.raw","no2Conc24HourMean.value","pm2_5ConcMass24HourMean.raw","pm2_5ConcMass24HourMean.value","pm2_5ConcMass24HourMeanUsEpaAqi.raw","pm2_5ConcMass24HourMeanUsEpaAqi.value","pm2_5ConcNum24HourMean.raw","pm2_5ConcNum24HourMean.value","relHumidAmbient24HourMean.raw","relHumidAmbient24HourMean.value","relHumidInternal24HourMean.raw","relHumidInternal24HourMean.value","temperatureAmbient24HourMean.raw","temperatureAmbient24HourMean.value","temperatureInternal24HourMean.raw","temperatureInternal24HourMean.value","windDirection24HourMean.raw","windDirection24HourMean.value","windSpeed24HourMean.raw","windSpeed24HourMean.value","latitude","longitude","location","record_id"
"DDVZB7943","day","10/31/2025 12:00:00 AM","Hyde Park 2",,,,,,,,,,,,,,,,,,,"15.88","18.1","18.86","10.87","69","54","20.36","20.36",,,"63.66","63.66",,,"9.57","9.57",,,,,"41.79954752686","-87.58353859231","POINT (-87.58353859230832 41.79954752686265)","DDVZB7943_2025-10-31"
"DLUKV4510","day","11/07/2025 12:00:00 AM","Calumet Heights 3",,,,,,,,,,,,,,,,,,,,,"13.56","7.99","59","44","13.24","13.24",,,"56.83","56.83",,,"13.35","13.35",,,,,"41.72602304045","-87.55256172786","POINT (-87.55256172786454 41.72602304045317)","DLUKV4510_2025-11-07"
"DIFIV9884","day","02/01/2026 12:00:00 AM","Dunning 3",,,,,,,,,,,,,,,,,,,,,"11.48","9.39","55","51","9","9",,,"65.2","65.2",,,"-5.6","-5.6",,,,,"41.94997245","-87.799195205","POINT (-87.7991952049994 41.949972450000004)","DIFIV9884_2026-02-01"
"DZLAV7766","day","01/30/2026 12:00:00 AM","Austin 4",,,,,,,,,,,,,,,,,,,,,"6.73","10.16","37","53","5.18","5.18",,,"60.98","60.98",,,"-9.46","-9.46",,,,,"41.8787019","-87.75315257212","POINT (-87.75315257211534 41.8787019)","DZLAV7766_2026-01-30"
"DKDJK5693","day","02/01/2026 12:00:00 AM","Roseland 1",,,,,,,,,,,,,,,,,,,,,"12.99","9.64","58","52","10.48","10.48",,,"66.4","66.4",,,"-5.07","-5.07",,,,,"41.726565","-87.61949170539","POINT (-87.61949170539359 41.726565)","DKDJK5693_2026-02-01"
"DRILK5150","day","11/22/2025 12:00:00 AM","East Garfield Park 1",,,,,,,,,,,,,,,,,,,"16.45","16.09","26.13","13.2","83","59","23.52","23.52",,,"68.35","68.35",,,"6.16","6.16",,,,,"41.87824475","-87.71895694228","POINT (-87.71895694228435 41.87824475)","DRILK5150_2025-11-22"
"DEIDA3268","day","10/05/2025 12:00:00 AM","Near North Side 1",,,,,,,,,,,,,,,,,,,"10.5","13.49","10.85","9.96","54","52","17.53","17.53",,,"45.54","45.54",,,"25.65","25.65",,,,,"41.90808685","-87.65476058225","POINT (-87.65476058225389 41.908086850000004)","DEIDA3268_2025-10-05"
"DQAJZ3770","day","01/01/2026 12:00:00 AM","Logan Square 2",,,,,,,,,,,,,,,,,,,,,"4.35","6","24","33","3.9","3.9",,,"65.97","65.97",,,"-6.95","-6.95",,,,,"41.92201145","-87.67250156058","POINT (-87.67250156057692 41.92201145)","DQAJZ3770_2026-01-01"
"DQJDZ1252","day","01/03/2026 12:00:00 AM","West Pullman 1",,,,,,,,,,,,,,,,,,,,,"16.2","10.53","64","54","9.89","9.89",,,"51.41","51.41",,,"-3.78","-3.78",,,,,"41.67590428555","-87.65402778762","POINT (-87.6540277876164 41.67590428555132)","DQJDZ1252_2026-01-03"
"DAWUS6556","day","11/03/2025 12:00:00 AM","Ashburn 5",,,,,,,,,,,,,,,,,,,"9.57","10.53","8.88","6.85","49","38","8.29","8.29",,,"49.98","49.98",,,"10.99","10.99",,,,,"41.73545185","-87.68498598767","POINT (-87.68498598766976 41.735451850000004)","DAWUS6556_2025-11-03"
"DZFVS4727","day","01/16/2026 12:00:00 AM","Uptown 3",,,,,,,,,,,,,,,,,,,,,"16.34","9.27","64","51","13.76","13.76",,,"72.57","72.57",,,"-1.71","-1.71",,,,,"41.96208095","-87.65418214875","POINT (-87.65418214875386 41.96208095)","DZFVS4727_2026-01-16"
"DEPLW3142","day","02/08/2026 12:00:00 AM","Greater Grand Crossing 3",,,,,,,,,,,,,,,,,,,,,"17.65","11.1","67","55","11.81","11.81",,,"66.91","66.91",,,"-3.06","-3.06",,,,,"41.7640476","-87.6024382544","POINT (-87.60243825440212 41.7640476)","DEPLW3142_2026-02-08"
"DFDFU1164","day","01/16/2026 12:00:00 AM","Lower West Side 1",,,,,,,,,,,,,,,,,,,,,"21.87","9.54","75","52","14.57","14.57",,,"72.2","72.2",,,"-1.45","-1.45",,,,,"41.8526565","-87.68640576809","POINT (-87.68640576809067 41.852656499999995)","DFDFU1164_2026-01-16"
"DIUZJ7853","day","12/06/2025 12:00:00 AM","Garfield Ridge 2",,,,,,,,,,,,,,,,,,,,,"46.86","21.11","129","73","34.9","34.9",,,"70.71","70.71",,,"-0.9","-0.9",,,,,"41.7903843","-87.77048382046","POINT (-87.77048382045737 41.7903843)","DIUZJ7853_2025-12-06"
"DLDVK7370","day","11/06/2025 12:00:00 AM","South Chicago 2",,,,,,,,,,,,,,,,,,,"20.77","20.58","12.83","9.2","58","51","12.87","12.87",,,"49.37","49.37",,,"9.61","9.61",,,,,"41.75137435","-87.55253841883","POINT (-87.55253841882741 41.75137435)","DLDVK7370_2025-11-06"
"DTFVD6048","day","11/29/2025 12:00:00 AM","Riverdale 1",,,,,,,,,,,,,,,,,,,,,"27.87","13.08","86","58","17.25","17.25",,,"76.07","76.07",,,"-2.55","-2.55",,,,,"41.67589005","-87.60362888146","POINT (-87.60362888146102 41.67589005)","DTFVD6048_2025-11-29"
"DXRZC4102","day","11/03/2025 12:00:00 AM","New City 1",,,,,,,,,,,,,,,,,,,"11.47","14.07","10.09","7.59","53","42","8.66","8.66",,,"49.7","49.7",,,"11.23","11.23",,,,,"41.8149286","-87.66950393452","POINT (-87.66950393452069 41.8149286)","DXRZC4102_2025-11-03"
"DZLAV7766","day","01/16/2026 12:00:00 AM","Austin 4",,,,,,,,,,,,,,,,,,,,,"18.32","12.84","68","58","13.22","13.22",,,"73.47","73.47",,,"-1.92","-1.92",,,,,"41.8787019","-87.75315257212","POINT (-87.75315257211534 41.8787019)","DZLAV7766_2026-01-16"
"DBCBA3610","day","11/16/2025 12:00:00 AM","Austin 5",,,,,,,,,,,,,,,,,,,"9.44","10.26","1.01","4.54","6","25","2.56","2.56",,,"36.37","36.37",,,"9.3","9.3",,,,,"41.8669061","-87.75356439011","POINT (-87.753564390105 41.8669061)","DBCBA3610_2025-11-16"
"DZIEF7974","day","11/26/2025 12:00:00 AM","Auburn Gresham 5",,,,,,,,,,,,,,,,,,,"10.1","6.72","7.4","4.88","41","27","7.51","7.51",,,"68.76","68.76",,,"4.25","4.25",,,,,"41.7391003","-87.67021444445","POINT (-87.67021444445066 41.739100300000004)","DZIEF7974_2025-11-26"
"DPNPJ6846","day","11/25/2025 12:00:00 AM","New City 2",,,,,,,,,,,,,,,,,,,"17.61","22.52","52.92","22.85","144","77","47.97","47.97",,,"82.18","82.18",,,"10.17","10.17",,,,,"41.81485945","-87.6515630055","POINT (-87.65156300549928 41.81485945)","DPNPJ6846_2025-11-25"
"DPBXQ5234","day","11/19/2025 12:00:00 AM","North Park 2",,,,,,,,,,,,,,,,,,,"16.61","12.56","29.23","12.65","88","58","23.57","23.57",,,"78.24","78.24",,,"6.98","6.98",,,,,"41.9761239","-87.7082665047","POINT (-87.70826650469988 41.9761239)","DPBXQ5234_2025-11-19"
"DSKEW3707","day","11/21/2025 12:00:00 AM","Washington Heights 2",,,,,,,,,,,,,,,,,,,"9.68","13.54","39.25","20.11","110","71","33.37","33.37",,,"77.94","77.94",,,"8.68","8.68",,,,,"41.72629795","-87.63656666475","POINT (-87.6365666647541 41.72629795)","DSKEW3707_2025-11-21"
"DZLAV7766","day","12/01/2025 12:00:00 AM","Austin 4",,,,,,,,,,,,,,,,,,,,,"27.33","17.49","85","66","19.28","19.28",,,"74.56","74.56",,,"-2.75","-2.75",,,,,"41.8787019","-87.75315257212","POINT (-87.75315257211534 41.8787019)","DZLAV7766_2025-12-01"
"DUGYZ8163","day","01/16/2026 12:00:00 AM","Ashburn 4",,,,,,,,,,,,,,,,,,,,,"17.1","7.35","66","41","9.88","9.88",,,"72.66","72.66",,,"-1.99","-1.99",,,,,"41.7524136","-87.68538850711","POINT (-87.68538850711178 41.7524136)","DUGYZ8163_2026-01-16"
"DYSHC8669","day","11/22/2025 12:00:00 AM","Chicago Lawn 2",,,,,,,,,,,,,,,,,,,"13.42","15.29","24.69","12.47","80","57","19.86","19.86",,,"67.52","67.52",,,"6.61","6.61",,,,,"41.7772231","-87.68679669713","POINT (-87.6867966971337 41.7772231)","DYSHC8669_2025-11-22"
"DKWDP4373","day","01/30/2026 12:00:00 AM","Lake View 4",,,,,,,,,,,,,,,,,,,,,"6.95","6.96","38","38","5.44","5.44",,,"61.47","61.47",,,"-9.05","-9.05",,,,,"41.93506775","-87.65427066335","POINT (-87.65427066335096 41.93506775)","DKWDP4373_2026-01-30"
"DLNMW9381","day","11/04/2025 12:00:00 AM","Washington Heights 5",,,,,,,,,,,,,,,,,,,"1.17","16.44","5.43","6.17","30","34","5.89","5.89",,,"42.53","42.53",,,"11.12","11.12",,,,,"41.7138256","-87.65385383114","POINT (-87.65385383114133 41.7138256)","DLNMW9381_2025-11-04"
"DFNBI6922","day","01/03/2026 12:00:00 AM","Mount Greenwood 2",,,,,,,,,,,,,,,,,,,,,"14.83","10.2","62","53","10.01","10.01",,,"53.12","53.12",,,"-3.81","-3.81",,,,,"41.69236885","-87.71085274558","POINT (-87.71085274557561 41.69236885)","DFNBI6922_2026-01-03"
"DMVDY6300","day","09/16/2025 12:00:00 AM","McKinley Park 1",,,,,,,,,,,,,,,,,,,,,"19.65","12.78","71","58","26.89","26.89",,,"57.68","57.68",,,"23.72","23.72",,,,,"41.82770135","-87.6859207505","POINT (-87.68592075050194 41.82770135)","DMVDY6300_2025-09-16"
"DLJWW1620","day","10/28/2025 12:00:00 AM","Englewood 2",,,,,,,,,,,,,,,,,,,"14.75","15.55","5.22","5.77","29","32","7.59","7.59",,,"61.13","61.13",,,"12.08","12.08",,,,,"41.78957595","-87.6348940749","POINT (-87.63489407489742 41.78957595)","DLJWW1620_2025-10-28"
"DPMHQ8304","day","12/02/2025 12:00:00 AM","Uptown 1",,,,,,,,,,,,,,,,,,,,,"51.34","25.32","140","81","26.65","26.65",,,"78.42","78.42",,,"-4.15","-4.15",,,,,"41.9758539","-87.67189334395","POINT (-87.67189334394641 41.975853900000004)","DPMHQ8304_2025-12-02"
"DLVFF5341","day","10/04/2025 12:00:00 AM","Grand Boulevard 2",,,,,,,,,,,,,,,,,,,"9.8","16.21","17.27","13.15","66","58","28.93","28.93",,,"54.72","54.72",,,"25.95","25.95",,,,,"41.80223545","-87.61894770389","POINT (-87.61894770389034 41.80223545)","DLVFF5341_2025-10-04"
"DPWHE0976","day","01/02/2026 12:00:00 AM","Fuller Park 1",,,,,,,,,,,,,,,,,,,,,"11.2","7.72","55","43","6.76","6.76",,,"60.29","60.29",,,"-4.69","-4.69",,,,,"41.81472425","-87.63492704557","POINT (-87.63492704556565 41.81472425)","DPWHE0976_2026-01-02"
"DQZEA3135","day","12/02/2025 12:00:00 AM","South Deering 8",,,,,,,,,,,,,,,,,,,,,"64.84","24.53","158","80","37.31","37.31",,,"83.7","83.7",,,"-4.73","-4.73",,,,,"41.68798065","-87.58826181539","POINT (-87.58826181539257 41.68798065)","DQZEA3135_2025-12-02"
"DVWMK9661","day","12/03/2025 12:00:00 AM","Humboldt Park 4",,,,,,,,,,,,,,,,,,,,,"61.6","22.48","155","76","31.74","31.74",,,"82.88","82.88",,,"-3.59","-3.59",,,,,"41.89083265","-87.71959863711","POINT (-87.71959863710754 41.89083265)","DVWMK9661_2025-12-03"
"DALUY0194","day","11/09/2025 12:00:00 AM","Near North Side 2",,,,,,,,,,,,,,,,,,,"4.89","10.6","4.74","4.98","26","27","5.48","5.48",,,"73.87","73.87",,,"2.99","2.99",,,,,"41.9079403","-87.63684281787","POINT (-87.63684281786847 41.9079403)","DALUY0194_2025-11-09"
"DMVDY6300","day","11/24/2025 12:00:00 AM","McKinley Park 1",,,,,,,,,,,,,,,,,,,"25.33","21.31","37.12","20.55","105","72","33.96","33.96",,,"66.75","66.75",,,"7.11","7.11",,,,,"41.82770135","-87.6859207505","POINT (-87.68592075050194 41.82770135)","DMVDY6300_2025-11-24"
"DMLRY2750","day","12/02/2025 12:00:00 AM","North Park 1",,,,,,,,,,,,,,,,,,,,,"59.74","21.09","154","73","26.31","26.31",,,"82.99","82.99",,,"-5.1","-5.1",,,,,"41.98888865","-87.72522068118","POINT (-87.72522068117541 41.98888865000001)","DMLRY2750_2025-12-02"
"DCFVE7122","day","02/04/2026 12:00:00 AM","New City 3",,,,,,,,,,,,,,,,,,,,,"16.61","10","65","53","11.43","11.43",,,"67.55","67.55",,,"-2.65","-2.65",,,,,"41.8017657","-87.6359281004","POINT (-87.63592810040294 41.801765700000004)","DCFVE7122_2026-02-04"
"DKRXT7147","day","02/01/2026 12:00:00 AM","Roseland 4",,,,,,,,,,,,,,,,,,,,,"15.67","9.9","63","52","12.07","12.07",,,"65.68","65.68",,,"-5.16","-5.16",,,,,"41.68874295","-87.62059497345","POINT (-87.62059497344643 41.68874295)","DKRXT7147_2026-02-01"
"DMHRT7456","day","11/10/2025 12:00:00 AM","Chicago Lawn 3",,,,,,,,,,,,,,,,,,,,,"0.74","3.44","4","19","1.98","1.98",,,"68.24","68.24",,,"-0.56","-0.56",,,,,"41.76441945","-87.68673944938","POINT (-87.68673944937888 41.76441945)","DMHRT7456_2025-11-10"
"DIUDG6358","day","10/29/2025 12:00:00 AM","North Lawndale 5",,,,,,,,,,,,,,,,,,,"9.33","14.68","4.95","5.06","27","28","5.44","5.44",,,"57.59","57.59",,,"12.2","12.2",,,,,"41.8528468","-87.7363577","POINT (-87.7363577 41.8528468)","DIUDG6358_2025-10-29"
"DIXUN6634","day","09/16/2025 12:00:00 AM","Ashburn 3",,,,,,,,,,,,,,,,,,,"19.28","18.37","21.8","14.01","75","60","28.13","28.13",,,"56.68","56.68",,,"23.99","23.99",,,,,"41.7521062","-87.70393644313","POINT (-87.70393644313098 41.7521062)","DIXUN6634_2025-09-16"
"DCAFN1583","day","11/27/2025 12:00:00 AM","South Lawndale 5",,,,,,,,,,,,,,,,,,,,,"2.32","4.78","13","26","3.42","3.42",,,"54.58","54.58",,,"0.27","0.27",,,,,"41.8275454","-87.73584967759","POINT (-87.73584967759197 41.827545400000005)","DCAFN1583_2025-11-27"
"DACZY2913","day","11/27/2025 12:00:00 AM","Rogers Park 2",,,,,,,,,,,,,,,,,,,,,"0.92","4.46","5","24","2.37","2.37",,,"53.12","53.12",,,"0.79","0.79",,,,,"42.0027981","-87.67195804163","POINT (-87.67195804163265 42.0027981)","DACZY2913_2025-11-27"
"DQJDZ1252","day","11/30/2025 12:00:00 AM","West Pullman 1",,,,,,,,,,,,,,,,,,,,,"26.46","9.08","83","50","15.49","15.49",,,"80.78","80.78",,,"-0.59","-0.59",,,,,"41.67590428555","-87.65402778762","POINT (-87.6540277876164 41.67590428555132)","DQJDZ1252_2025-11-30"
"DVCMB9343","day","01/28/2026 12:00:00 AM","Belmont Cragin 2",,,,,,,,,,,,,,,,,,,,,"14.51","12.08","61","56","10.6","10.6",,,"59.4","59.4",,,"-11.77","-11.77",,,,,"41.9356698","-87.7630005645","POINT (-87.7630005644958 41.9356698)","DVCMB9343_2026-01-28"
"DKTWP2892","day","12/05/2025 12:00:00 AM","East Side 3",,,,,,,,,,,,,,,,,,,,,"39.55","16.31","111","64","20.52","20.52",,,"70.41","70.41",,,"-6.9","-6.9",,,,,"41.7006795","-87.53620860009","POINT (-87.53620860009178 41.7006795)","DKTWP2892_2025-12-05"
"DALBP5360","day","12/31/2025 12:00:00 AM","Beverly 4",,,,,,,,,,,,,,,,,,,,,"25.39","9.22","81","51","14.37","14.37",,,"85.38","85.38",,,"-1.42","-1.42",,,,,"41.70569725","-87.67464569625","POINT (-87.67464569624644 41.70569725)","DALBP5360_2025-12-31"
"DMFEL5431","day","12/03/2025 12:00:00 AM","Garfield Ridge 4",,,,,,,,,,,,,,,,,,,,,"55.55","24.79","151","80","33.46","33.46",,,"84.17","84.17",,,"-3.58","-3.58",,,,,"41.7873492","-87.80034666308","POINT (-87.80034666308356 41.787349199999994)","DMFEL5431_2025-12-03"
"DDHVZ6546","day","11/08/2025 12:00:00 AM","Near West Side 5",,,,,,,,,,,,,,,,,,,"12.61","12.67","6.14","4.74","34","26","5.48","5.48",,,"67.34","67.34",,,"9.69","9.69",,,,,"41.86559955","-87.6517851304","POINT (-87.65178513039949 41.86559955)","DDHVZ6546_2025-11-08"
"DYWWS0378","day","09/29/2025 12:00:00 AM","Uptown 4",,,,,,,,,,,,,,,,,,,"9.78","13.39",,,,,,,,,"67.69","67.69",,,"23.16","23.16",,,,,"41.96225355","-87.67205436321","POINT (-87.67205436320755 41.96225355)","DYWWS0378_2025-09-29"
"DKUAZ4434","day","10/03/2025 12:00:00 AM","West Ridge 1",,,,,,,,,,,,,,,,,,,"11.32","14.2","15.95","10.81","64","54","21.57","21.57",,,"57.47","57.47",,,"24.06","24.06",,,,,"42.01665715","-87.7077947","POINT (-87.7077947 42.01665715)","DKUAZ4434_2025-10-03"
"DQAJZ3770","day","11/29/2025 12:00:00 AM","Logan Square 2",,,,,,,,,,,,,,,,,,,,,"25.15","13.17","81","58","16.75","16.75",,,"72.51","72.51",,,"-1.42","-1.42",,,,,"41.92201145","-87.67250156058","POINT (-87.67250156057692 41.92201145)","DQAJZ3770_2025-11-29"
"DEJMD2536","day","01/28/2026 12:00:00 AM","O'Hare 1",,,,,,,,,,,,,,,,,,,,,"3.97","6.26","22","34","3.43","3.43",,,"60.4","60.4",,,"-12.76","-12.76",,,,,"41.9762844","-87.8527641","POINT (-87.8527641 41.9762844)","DEJMD2536_2026-01-28"
"DPCUT7707","day","10/01/2025 12:00:00 AM","Loop 2",,,,,,,,,,,,,,,,,,,"14.49","11.01","9.86","6.74","52","37","13.98","13.98",,,"69.72","69.72",,,"21.37","21.37",,,,,"41.88090137336","-87.61873552601","POINT (-87.61873552600863 41.88090137336072)","DPCUT7707_2025-10-01"
"DJIHM1001","day","12/06/2025 12:00:00 AM","West Town 1",,,,,,,,,,,,,,,,,,,,,"44.23","24.09","122","79","29.56","29.56",,,"68.43","68.43",,,"-0.52","-0.52",,,,,"41.9083288","-87.6905694159","POINT (-87.69056941589595 41.90832880000001)","DJIHM1001_2025-12-06"
"DBDSX9338","day","01/16/2026 12:00:00 AM","South Shore 2",,,,,,,,,,,,,,,,,,,,,"14.47","9.24","61","51","10.31","10.31",,,"73.34","73.34",,,"-1.87","-1.87",,,,,"41.76396055","-87.56920031234","POINT (-87.56920031233949 41.76396055)","DBDSX9338_2026-01-16"
"DTUGZ9693","day","11/09/2025 12:00:00 AM","Lake View 3",,,,,,,,,,,,,,,,,,,"9.77","9.28","3.47","3.43","19","19","3.56","3.56",,,"72.15","72.15",,,"3.28","3.28",,,,,"41.93498346759","-87.63645802882","POINT (-87.63645802882175 41.93498346759276)","DTUGZ9693_2025-11-09"
"DRYBG8957","day","12/04/2025 12:00:00 AM","McKinley Park 2",,,,,,,,,,,,,,,,,,,,,"21.47","11.03","74","55","11.91","11.91",,,"64.48","64.48",,,"-6.23","-6.23",,,,,"41.82758035","-87.66937111953","POINT (-87.66937111952846 41.827580350000005)","DRYBG8957_2025-12-04"
"DVRBW4874","day","11/05/2025 12:00:00 AM","Logan Square 1",,,,,,,,,,,,,,,,,,,,,"12.61","8.44","58","47","13.45","13.45",,,"55.77","55.77",,,"13.95","13.95",,,,,"41.92963275","-87.71893702782","POINT (-87.71893702781998 41.92963275)","DVRBW4874_2025-11-05"
"DITUY8368","day","11/25/2025 12:00:00 AM","West Ridge 5",,,,,,,,,,,,,,,,,,,"19.19","14.43","47.75","19.47","131","70","46.03","46.03",,,"83.12","83.12",,,"10.11","10.11",,,,,"41.98910785","-87.70794851144","POINT (-87.7079485114359 41.989107849999996)","DITUY8368_2025-11-25"
"DBYCW6873","day","11/21/2025 12:00:00 AM","Norwood Park 4",,,,,,,,,,,,,,,,,,,"13.08","13","41.79","17.26","116","66","28.93","28.93",,,"76.17","76.17",,,"8.54","8.54",,,,,"41.97643085","-87.79850802324","POINT (-87.79850802324188 41.97643085)","DBYCW6873_2025-11-21"
"DSMXS8409","day","11/05/2025 12:00:00 AM","Calumet Heights 2",,,,,,,,,,,,,,,,,,,"9.6","14.8","17.99","11.95","67","56","20.3","20.3",,,"59.49","59.49",,,"13.93","13.93",,,,,"41.7259095","-87.56951339891","POINT (-87.5695133989071 41.7259095)","DSMXS8409_2025-11-05"
"DQZEA3135","day","02/08/2026 12:00:00 AM","South Deering 8",,,,,,,,,,,,,,,,,,,,,"12.99","7.5","58","42","10.18","10.18",,,"68.91","68.91",,,"-3.69","-3.69",,,,,"41.68798065","-87.58826181539","POINT (-87.58826181539257 41.68798065)","DQZEA3135_2026-02-08"
"DWZPM1574","day","11/25/2025 12:00:00 AM","West Town 5",,,,,,,,,,,,,,,,,,,"21.87","18.55","38.67","18.03","109","68","44.75","44.75",,,"79.88","79.88",,,"10.4","10.4",,,,,"41.89110265","-87.68577505409","POINT (-87.68577505408578 41.89110265)","DWZPM1574_2025-11-25"
"DQGPJ5322","day","11/18/2025 12:00:00 AM","Beverly 5",,,,,,,,,,,,,,,,,,,"25.44","17.19","24.85","12.21","80","57","24.48","24.48",,,"72.18","72.18",,,"5.45","5.45",,,,,"41.70266025","-87.69255586271","POINT (-87.69255586271339 41.702660249999994)","DQGPJ5322_2025-11-18"
"DFDFU1164","day","12/05/2025 12:00:00 AM","Lower West Side 1",,,,,,,,,,,,,,,,,,,,,"42.55","18.81","118","69","25.2","25.2",,,"65.66","65.66",,,"-6.08","-6.08",,,,,"41.8526565","-87.68640576809","POINT (-87.68640576809067 41.852656499999995)","DFDFU1164_2025-12-05"
"DPDDG5192","day","11/08/2025 12:00:00 AM","Montclare 1",,,,,,,,,,,,,,,,,,,"14.66","10.27","4.43","4.5","24","25","5.19","5.19",,,"68.76","68.76",,,"9.23","9.23",,,,,"41.9358392","-87.79903217638","POINT (-87.79903217637985 41.935839200000004)","DPDDG5192_2025-11-08"
"DBMHJ0743","day","11/11/2025 12:00:00 AM","Archer Heights 4",,,,,,,,,,,,,,,,,,,,,"7.89","5.75","43","32","6.31","6.31",,,"62.48","62.48",,,"0.24","0.24",,,,,"41.8027095","-87.73730573247","POINT (-87.7373057324682 41.802709500000006)","DBMHJ0743_2025-11-11"
"DZFFW4078","day","02/11/2026 12:00:00 AM","Hegewisch 3",,,,,,,,,,,,,,,,,,,,,"23.84","13.12","78","58","16.45","16.45",,,"65.45","65.45",,,"1.87","1.87",,,,,"41.6503081","-87.5365747","POINT (-87.53657469999999 41.650308100000004)","DZFFW4078_2026-02-11"
"DKWDP4373","day","12/02/2025 12:00:00 AM","Lake View 4",,,,,,,,,,,,,,,,,,,,,"61.17","23.92","155","79","32.26","32.26",,,"79.73","79.73",,,"-4.15","-4.15",,,,,"41.93506775","-87.65427066335","POINT (-87.65427066335096 41.93506775)","DKWDP4373_2025-12-02"
"DQUUS8611","day","11/02/2025 12:00:00 AM","West Town 4",,,,,,,,,,,,,,,,,,,"18.84","15.28","13.67","8.79","59","48","13.78","13.78",,,"65.95","65.95",,,"9.53","9.53",,,,,"41.8948325","-87.67276417878","POINT (-87.67276417877609 41.8948325)","DQUUS8611_2025-11-02"
"DEVFQ3796","day","11/11/2025 12:00:00 AM","Austin 3",,,,,,,,,,,,,,,,,,,,,"6.17","6.75","34","37","6.46","6.46",,,"61.56","61.56",,,"0.43","0.43",,,,,"41.8911473","-87.7527475601","POINT (-87.75274756009728 41.8911473)","DEVFQ3796_2025-11-11"
"DPCUT7707","day","10/31/2025 12:00:00 AM","Loop 2",,,,,,,,,,,,,,,,,,,"20.46","15.53","17.23","10.2","66","53","14.82","14.82",,,"59.73","59.73",,,"9.98","9.98",,,,,"41.88090137336","-87.61873552601","POINT (-87.61873552600863 41.88090137336072)","DPCUT7707_2025-10-31"
"DFAKZ8204","day","11/23/2025 12:00:00 AM","New City 4",,,,,,,,,,,,,,,,,,,,,"28.84","13.02","88","58","21.88","21.88",,,"62.6","62.6",,,"8.98","8.98",,,,,"41.802323","-87.652894475","POINT (-87.65289447500001 41.802323)","DFAKZ8204_2025-11-23"
"DDLSL3066","day","12/31/2025 12:00:00 AM","West Town 2",,,,,,,,,,,,,,,,,,,,,"24.7","12.79","80","58","16.62","16.62",,,"80.76","80.76",,,"-0.98","-0.98",,,,,"41.90818775","-87.67277999888","POINT (-87.6727799988757 41.908187749999996)","DDLSL3066_2025-12-31"
"DFNBI6922","day","10/27/2025 12:00:00 AM","Mount Greenwood 2",,,,,,,,,,,,,,,,,,,"13.39","11.9","11.87","7.93","56","44","11.8","11.8",,,"59.35","59.35",,,"11.44","11.44",,,,,"41.69236885","-87.71085274558","POINT (-87.71085274557561 41.69236885)","DFNBI6922_2025-10-27"
"DPMWW4120","day","02/11/2026 12:00:00 AM","Garfield Ridge 3",,,,,,,,,,,,,,,,,,,,,"20.61","10.54","72","54","12.84","12.84",,,"64.2","64.2",,,"1.94","1.94",,,,,"41.7872597","-87.78189702338","POINT (-87.78189702338281 41.7872597)","DPMWW4120_2026-02-11"
"DLTCH1397","day","02/08/2026 12:00:00 AM","Woodlawn 2",,,,,,,,,,,,,,,,,,,,,"11.53","6.35","55","35","6.69","6.69",,,"70.14","70.14",,,"-3.48","-3.48",,,,,"41.77677010296","-87.58579570606","POINT (-87.58579570605767 41.77677010295759)","DLTCH1397_2026-02-08"
"DUNKA8014","day","01/04/2026 12:00:00 AM","North Park 3",,,,,,,,,,,,,,,,,,,,,"13.79","9.55","60","52","8.59","8.59",,,"50.37","50.37",,,"-1.68","-1.68",,,,,"41.9803401","-87.74288842798","POINT (-87.74288842798109 41.9803401)","DUNKA8014_2026-01-04"
"DGDNA0617","day","11/27/2025 12:00:00 AM","Edison Park 2",,,,,,,,,,,,,,,,,,,,,"1.26","4.57","7","25","2.51","2.51",,,"56.57","56.57",,,"-0.1","-0.1",,,,,"42.00333585","-87.81657557251","POINT (-87.81657557251182 42.00333585)","DGDNA0617_2025-11-27"
"DCIRD2804","day","02/11/2026 12:00:00 AM","Near South Side 1",,,,,,,,,,,,,,,,,,,,,"17.84","10.28","67","53","14.68","14.68",,,"60.47","60.47",,,"2.64","2.64",,,,,"41.86735079697","-87.61884913697","POINT (-87.61884913697226 41.86735079697037)","DCIRD2804_2026-02-11"
"DYZXT2661","day","11/17/2025 12:00:00 AM","Washington Park 1",,,,,,,,,,,,,,,,,,,"20.78","19.98","7.04","6.93","39","38","6.59","6.59",,,"43.22","43.22",,,"5.7","5.7",,,,,"41.79001015","-87.61876673066","POINT (-87.61876673065636 41.79001015)","DYZXT2661_2025-11-17"
